TEXT,,,,,,,,,,,,,,,,SENTIMENT
"Everyone would get rid of Cox if they had an alternative, though a data mining alternative is a hard no.
""Tidwell n… https://t.co/uJq5HnQkDN",,,,,,,,,,,,,,,,POSITIVE
"Cities have embraced smart cities, companies often offer to implement them with no upfront charge to taxpayers, in… https://t.co/8fkm0rV2AN",,,,,,,,,,,,,,,,NEGATIVE
"RT @GGGEORGEGGGG: People who think scalability is a matter of TPS speed are ngmi. For Web3 scale means data throughput, and that’s why you…",,,,,,,,,,,,,,,,NEGATIVE
"RT @MiningInvictus: Would you better buy gold or a gold mine?

Invest in a data center and get a monthly return by mining #cryptocurrencies…",,,,,,,,,,,,,,,,NEGATIVE
"Check out this article from Statistical Analysis and Data Mining which provides ""a novel, computationally efficient… https://t.co/pFC3FN9fIj",,,,,,,,,,,,,,,,POSITIVE
"Attended an event at @InnosoftDubai on #Ethereum and Cryptocurrencies.
Key learnings: 
1. Solidity: An OOPS languag… https://t.co/yyEeO8QMeI",,,,,,,,,,,,,,,,NEGATIVE
"RT @GGGEORGEGGGG: People who think scalability is a matter of TPS speed are ngmi. For Web3 scale means data throughput, and that’s why you…",,,,,,,,,,,,,,,,POSITIVE
"RT @TheLensNOLA: The plan would also add thousands of new “smart cities” devices, all of which are equipped with cameras and other data col…",,,,,,,,,,,,,,,,NEGATIVE
"RT @TheLensNOLA: The plan would also add thousands of new “smart cities” devices, all of which are equipped with cameras and other data col…",,,,,,,,,,,,,,,,NEGATIVE
"RT @TheLensNOLA: The plan would also add thousands of new “smart cities” devices, all of which are equipped with cameras and other data col…",,,,,,,,,,,,,,,,POSITIVE
"RT @TheLensNOLA: The plan would also add thousands of new “smart cities” devices, all of which are equipped with cameras and other data col…",,,,,,,,,,,,,,,,NEGATIVE
"RT @TheLensNOLA: The plan would also add thousands of new “smart cities” devices, all of which are equipped with cameras and other data col…",,,,,,,,,,,,,,,,POSITIVE
"The plan would also add thousands of new “smart cities” devices, all of which are equipped with cameras and other d… https://t.co/Z7B4EoOhKt",,,,,,,,,,,,,,,,POSITIVE
"RT @HiveBlockchain: Our new data centre in New Brunswick is coming along! This will enable $HIVE to deploy an additional 20MW of green, cle…",,,,,,,,,,,,,,,,POSITIVE
Businesses Should Employ Ethical Practices while Mining and Using Data https://t.co/1l6CfNglFy,,,,,,,,,,,,,,,,POSITIVE
"Check out my Gig on #Fiverr: do #webscraping, #datamining and #automation https://t.co/0clA2iIV4G

I provide #bulk… https://t.co/846v5ooOGb",,,,,,,,,,,,,,,,POSITIVE
@Utd_Mike_ ndev security &amp; data mining algorithms :D,,,,,,,,,,,,,,,,POSITIVE
How Visa Identifies M&amp;A Targets: Data Mining Reveals Visa’s ‘Try Before You Buy’ M&amp;A Strategy And Predictions On Wh… https://t.co/C8FubLAlCU,,,,,,,,,,,,,,,,NEGATIVE
"RT @Cointelegraph: There’s gold in them hills! 

Crypto mining company @ArgoBlockchain has big plans for its Texas data center, and will fu…",,,,,,,,,,,,,,,,NEGATIVE
As an #insurancebroker you have a variety of niche products offered by your carriers at your fingertips. So how do… https://t.co/XUNscQx51q,,,,,,,,,,,,,,,,POSITIVE
RT @laralogan: Pfizer has Large R&amp;D Facility in Wuhan China; Pfizer Employed Members of the Chinese Communist Party According to a Data Lea…,,,,,,,,,,,,,,,,POSITIVE
"@lscoppio @pettycommajared That's untrue. It's more akin to mining gold in WoW and/or corporate data harvesting, bu… https://t.co/50ERgX4bRR",,,,,,,,,,,,,,,,POSITIVE
"RT @MiningInvictus: Would you better buy gold or a gold mine?

Invest in a data center and get a monthly return by mining #cryptocurrencies…",,,,,,,,,,,,,,,,NEGATIVE
"RT @MiningInvictus: Would you better buy gold or a gold mine?

Invest in a data center and get a monthly return by mining #cryptocurrencies…",,,,,,,,,,,,,,,,NEGATIVE
"RT @Cointelegraph: There’s gold in them hills! 

Crypto mining company @ArgoBlockchain has big plans for its Texas data center, and will fu…",,,,,,,,,,,,,,,,POSITIVE
"RT @jameshenryand: SENTIMENT indicator

Perth Mint bullion coin sales data
and $Au / $Ag spot prices in fiat $AUS

Australians buy way more…",,,,,,,,,,,,,,,,NEGATIVE
"RT @diamondblue777: So, #TravisScott  has partnered with #betterhelp to provide a month of counseling to anyone traumatized by attending hi…",,,,,,,,,,,,,,,,POSITIVE
"@lurnid am starting to look at the CC AI outputs, the findings on AI Generation/Creations refers to ""Content"" do yo… https://t.co/fXkuiOV34a",,,,,,,,,,,,,,,,POSITIVE
@mufcMPB @abcdesevilla @Sport_Witness Transfer links is the best their Data Mining of Fans accounts could come up w… https://t.co/4j3BsIcf4O,,,,,,,,,,,,,,,,POSITIVE
"RT @tagprotocol: Another milestone reached 🚀🚀

Go to https://t.co/7PDWnDG8q4 &amp; start LP Farming

#LPfarming #Farming #FarmingTwitter #Twitt…",,,,,,,,,,,,,,,,POSITIVE
"RT @MiningInvictus: Would you better buy gold or a gold mine?

Invest in a data center and get a monthly return by mining #cryptocurrencies…",,,,,,,,,,,,,,,,POSITIVE
@David_J_Bier That is why they need to hire a skilled immigrant who can do their data mining job for them 😜 USCIS n… https://t.co/4IIb6TFcoH,,,,,,,,,,,,,,,,NEGATIVE
"RT @diamondblue777: So, #TravisScott  has partnered with #betterhelp to provide a month of counseling to anyone traumatized by attending hi…",,,,,,,,,,,,,,,,NEGATIVE
"RT @Cointelegraph: There’s gold in them hills! 

Crypto mining company @ArgoBlockchain has big plans for its Texas data center, and will fu…",,,,,,,,,,,,,,,,POSITIVE
RT @digitalplanet: Tonnes of e-waste from mining equipment; the environmental impact of #blockchain with @API_Economics. Changing plastic b…,,,,,,,,,,,,,,,,POSITIVE
A new pre-processing technique based on ranks over multiple sub-samples of data that can improve on the performance… https://t.co/7rmL90SCer,,,,,,,,,,,,,,,,NEGATIVE
RT @CryptoTweetie: I'm so excited about @pan_quake! It's like the CalyxOS of Twitter. New Curation &amp; Powerful Mass Amplification Tools. No…,,,,,,,,,,,,,,,,POSITIVE
"RT @Cointelegraph: There’s gold in them hills! 

Crypto mining company @ArgoBlockchain has big plans for its Texas data center, and will fu…",,,,,,,,,,,,,,,,POSITIVE
"@arstechnica @tdechant Remember what we learned about meta data, and warrantless data mining. Sounds like Fuckerber… https://t.co/9uURV9DIbT",,,,,,,,,,,,,,,,POSITIVE
"RT @diamondblue777: So, #TravisScott  has partnered with #betterhelp to provide a month of counseling to anyone traumatized by attending hi…",,,,,,,,,,,,,,,,NEGATIVE
"RT @diamondblue777: So, #TravisScott  has partnered with #betterhelp to provide a month of counseling to anyone traumatized by attending hi…",,,,,,,,,,,,,,,,POSITIVE
"RT @Cointelegraph: There’s gold in them hills! 

Crypto mining company @ArgoBlockchain has big plans for its Texas data center, and will fu…",,,,,,,,,,,,,,,,NEGATIVE
"@mike10010100 Right, the CDC is data mining. https://t.co/6124GaYslH",,,,,,,,,,,,,,,,POSITIVE
"So, #TravisScott  has partnered with #betterhelp to provide a month of counseling to anyone traumatized by attendin… https://t.co/DmsuKo88wi",,,,,,,,,,,,,,,,NEGATIVE
RT @that_shaman: Today's data-mining post and gemstore schedule for the next couple of months is up https://t.co/D7sN2LC86j,,,,,,,,,,,,,,,,POSITIVE
"RT @leon_texas: Ravencoin has had a phenomenal year. Look at that data!

I think in the coming year we will 10X these numbers.

There is so…",,,,,,,,,,,,,,,,NEGATIVE
RT @CoolerData: How Visa Identifies M&amp;A Targets: Data Mining Reveals Visa’s ‘Try Before You Buy’ M&amp;A Strategy And Predictions On Which Comp…,,,,,,,,,,,,,,,,NEGATIVE
"I will do any kind of data entry, scraping, mining and web research.
#Business #Datascraper #webcrawler… https://t.co/rZBHUwfWmw",,,,,,,,,,,,,,,,POSITIVE
"I will do any kind of data entry, scraping, mining and web research.
#Business #Datascraper #webcrawler… https://t.co/LOKUHpFs9K",,,,,,,,,,,,,,,,POSITIVE
"RT @swashapp: Wondering how to earn rewards from your Swash tokens? 🤔

You can stake $SWASH on @Uniswap V3.

All you need to know 👇
https:/…",,,,,,,,,,,,,,,,POSITIVE
"I will do any kind of data entry, scraping, mining and web research.
#Business #Datascraper #webcrawler… https://t.co/7A9msAfOFC",,,,,,,,,,,,,,,,POSITIVE
"I will do any kind of data entry, scraping, mining and web research.
#Business #Datascraper #webcrawler… https://t.co/kWuszblf1i",,,,,,,,,,,,,,,,NEGATIVE
"I will do any kind of data entry, scraping, mining and web research.
#Business #Datascraper #webcrawler… https://t.co/iQR0CZXrDu",,,,,,,,,,,,,,,,NEGATIVE
"ALERT - One week until our next webinar!

Imagine 💭 a world where #mining pits are safe and easy to collect data fr… https://t.co/rCRE6jfS1V",,,,,,,,,,,,,,,,NEGATIVE
"There’s gold in them hills! 

Crypto mining company @ArgoBlockchain has big plans for its Texas data center, and wi… https://t.co/xy4mzno0NX",,,,,,,,,,,,,,,,NEGATIVE
RT @that_shaman: Today's data-mining post and gemstore schedule for the next couple of months is up https://t.co/D7sN2LC86j,,,,,,,,,,,,,,,,NEGATIVE
United Kingdom-based crypto mining company Argo Blockchain will be funding part of the building and equipment of it… https://t.co/ACklNhWS2u,,,,,,,,,,,,,,,,NEGATIVE
Today's data-mining post and gemstore schedule for the next couple of months is up https://t.co/D7sN2LC86j,,,,,,,,,,,,,,,,NEGATIVE
"@MarktotheFuture I've been looking around the Twitch data mining sites, but haven't found anything.

But I'm wondering the same thing.",,,,,,,,,,,,,,,,POSITIVE
"RT @jessitron: Browsing through code is a very expensive activity. I'm trying to use my eyes as a data mining tool. 
@girba #qconplus",,,,,,,,,,,,,,,,NEGATIVE
"RT @pichette: Thrilled to join the Board of Neo4j. Amazing Company and Mission. The future of data mining belongs to graph.
https://t.co/gb…",,,,,,,,,,,,,,,,NEGATIVE
"RT @DarkRanger_Sis: I hate the part where everyone is aware that the ptr is about to push a patch but, no one knows when 😭😭😭

9.2 data-mini…",,,,,,,,,,,,,,,,NEGATIVE
i think a new graphical design language is needed to convey these data broker businesses particularly the sleazy da… https://t.co/O1be7a8vn3,,,,,,,,,,,,,,,,NEGATIVE
"RT @DarkRanger_Sis: I hate the part where everyone is aware that the ptr is about to push a patch but, no one knows when 😭😭😭

9.2 data-mini…",,,,,,,,,,,,,,,,NEGATIVE
"I hate the part where everyone is aware that the ptr is about to push a patch but, no one knows when 😭😭😭

9.2 data-… https://t.co/iwX1mjlmAI",,,,,,,,,,,,,,,,NEGATIVE
"#FiverrI will accurately do data entry, web scraping, data mining etc",,,,,,,,,,,,,,,,NEGATIVE
How Visa Identifies M&amp;A Targets: Data Mining Reveals Visa’s ‘Try Before You Buy’ M&amp;A Strategy And Predictions On Wh… https://t.co/dj7wZDvqPo,,,,,,,,,,,,,,,,NEGATIVE
"Lifesciences Data Mining and Visualization Market Size 2021 Emerging Trends, Size, Share, Regional Outlook by 2026… https://t.co/QKjC9De5BY",,,,,,,,,,,,,,,,POSITIVE
RT @CoolerData: How Visa Identifies M&amp;A Targets: Data Mining Reveals Visa’s ‘Try Before You Buy’ M&amp;A Strategy And Predictions On Which Comp…,,,,,,,,,,,,,,,,NEGATIVE
How Visa Identifies M&amp;A Targets: Data Mining Reveals Visa’s ‘Try Before You Buy’ M&amp;A Strategy And Predictions On Wh… https://t.co/AMgkhEyzjZ,,,,,,,,,,,,,,,,NEGATIVE
RT @TheIoT: How Visa Identifies M&amp;amp;A Targets: Data Mining Reveals Visa’s ‘Try Before Y... https://t.co/14k9WITame #IoT,,,,,,,,,,,,,,,,POSITIVE
How Visa Identifies M&amp;amp;A Targets: Data Mining Reveals Visa’s ‘Try Before Y... https://t.co/14k9WITame #IoT,,,,,,,,,,,,,,,,NEGATIVE
Approaches to Data Mining https://t.co/hdyWB1bB16,,,,,,,,,,,,,,,,POSITIVE
"We use neural nets today, in data mining, in auto design and in everyday life. They have given us the edge in many… https://t.co/ILwu9IpOwa",,,,,,,,,,,,,,,,NEGATIVE
@_Lazzyy Data mining se ye dono course bht behter hain,,,,,,,,,,,,,,,,NEGATIVE
"RT @AlanSInouye: ""Text and Data Mining of In-Copyright Works: Is It Legal?"" -- a nice, accessible survey by @PamelaSamuelson in the current…",,,,,,,,,,,,,,,,POSITIVE
"RT @RealPuffin: Some data mining info dropped for #bdsp, but I haven’t seen anything about shiny odds, just locks/unlocks. if anyone has th…",,,,,,,,,,,,,,,,NEGATIVE
"RT @EITIorg: The EITI is in dialogue with govt &amp; industry leaders from 10+ countries 🇩🇿🇨🇲🇨🇻🇨🇩🇬🇭🇰🇪🇲🇱🇸🇱🇺🇬🇬🇧🇺🇸 at #AOW21, to discuss how EITI…",,,,,,,,,,,,,,,,POSITIVE
Information Storage and Retreival Project https://t.co/fpUL0ak1yg Need Project for Information Storage and retrieva… https://t.co/4PXfBdRMUo,,,,,,,,,,,,,,,,POSITIVE
Technology can now uncover hidden high-risk #fatigue areas within your #workforce that you previously had no other… https://t.co/yJ9vRgYVhS,,,,,,,,,,,,,,,,NEGATIVE
Pfizer has Large R&amp;D Facility in Wuhan China; Pfizer Employed Members of the Chinese Communist Party According to a… https://t.co/HBhaBtHDVl,,,,,,,,,,,,,,,,NEGATIVE
@zerohedge I agree bitcoin is a currency but with no country behind it atleast the dollar is the US economy and so… https://t.co/P3sSNrJHsn,,,,,,,,,,,,,,,,NEGATIVE
@undertheraedar I legitimately enjoy that a significant amount of civil disobedience can be had via organized attem… https://t.co/iQnrKNdXTI,,,,,,,,,,,,,,,,POSITIVE
@Firerisk6 @EntrepotApp Yes! And then we should build the largest #ICP data center there. We can call it the Golden… https://t.co/PvjasVNESO,,,,,,,,,,,,,,,,NEGATIVE
"Hi Everyone,
I'm a professional data entry expert.
I would like to do your job perfectly.
Please allow me to do. I… https://t.co/vJlo7aI91b",,,,,,,,,,,,,,,,NEGATIVE
RT @digitalplanet: Tonnes of e-waste from mining equipment; the environmental impact of #blockchain with @API_Economics. Changing plastic b…,,,,,,,,,,,,,,,,NEGATIVE
"Immutability can be defined as the ability of a blockchain ledger to remain unchanged, for a blockchain to remain u… https://t.co/R12It9IXKw",,,,,,,,,,,,,,,,POSITIVE
"$sysx is .40 cent stock right now that is crazy 

With Ethereum north of $4,500, Sysorex ( SYSX 
  owns more than $… https://t.co/MclXE1fdSU",,,,,,,,,,,,,,,,POSITIVE
RT @digitalplanet: Tonnes of e-waste from mining equipment; the environmental impact of #blockchain with @API_Economics. Changing plastic b…,,,,,,,,,,,,,,,,POSITIVE
What kind of data they’re mining off your kids now? https://t.co/TJy5kiwa3k,,,,,,,,,,,,,,,,POSITIVE
RT @digitalplanet: Tonnes of e-waste from mining equipment; the environmental impact of #blockchain with @API_Economics. Changing plastic b…,,,,,,,,,,,,,,,,NEGATIVE
RT @digitalplanet: Tonnes of e-waste from mining equipment; the environmental impact of #blockchain with @API_Economics. Changing plastic b…,,,,,,,,,,,,,,,,POSITIVE
"RT @jessitron: Browsing through code is a very expensive activity. I'm trying to use my eyes as a data mining tool. 
@girba #qconplus",,,,,,,,,,,,,,,,POSITIVE
RT @digitalplanet: Tonnes of e-waste from mining equipment; the environmental impact of #blockchain with @API_Economics. Changing plastic b…,,,,,,,,,,,,,,,,NEGATIVE
RT @digitalplanet: Tonnes of e-waste from mining equipment; the environmental impact of #blockchain with @API_Economics. Changing plastic b…,,,,,,,,,,,,,,,,POSITIVE
#BusinessIntelligence vs. #datamining: What's the Difference? https://t.co/ICwdIKTGmF https://t.co/q6msxKUMXe,,,,,,,,,,,,,,,,NEGATIVE
"@billy_andrews @GarethFarr1 @geogareth Hi Billy, unfortunately we don't have a data set that includes the dominant… https://t.co/fhG3YgS7T8",,,,,,,,,,,,,,,,POSITIVE
RT @max_gagliardi: Anyone with nat gas wells that wants to learn about bitcoin mining our company provides turnkey solutions for energy pro…,,,,,,,,,,,,,,,,NEGATIVE
RT @digitalplanet: Tonnes of e-waste from mining equipment; the environmental impact of #blockchain with @API_Economics. Changing plastic b…,,,,,,,,,,,,,,,,NEGATIVE
Tonnes of e-waste from mining equipment; the environmental impact of #blockchain with @API_Economics. Changing plas… https://t.co/xJrX6DVa69,,,,,,,,,,,,,,,,NEGATIVE
"RT @AlanSInouye: ""Text and Data Mining of In-Copyright Works: Is It Legal?"" -- a nice, accessible survey by @PamelaSamuelson in the current…",,,,,,,,,,,,,,,,POSITIVE
"RT @AlanSInouye: ""Text and Data Mining of In-Copyright Works: Is It Legal?"" -- a nice, accessible survey by @PamelaSamuelson in the current…",,,,,,,,,,,,,,,,NEGATIVE
"🚜 While many respondents said they plan to embrace newer marketing opportunities in the coming years, such as mobil… https://t.co/aaEfnPoUdk",,,,,,,,,,,,,,,,NEGATIVE
"Big Brother is watching you -- from the inside out -- in 'Implanted,' a cool, cruel, provocative thriller about wha… https://t.co/ccl9MhYGWB",,,,,,,,,,,,,,,,POSITIVE
"$mara $riot $sos $dpw $ebon 
 
$SYSX 
 “Sysorex now owns 100% of its dedicated, Ethereum mining data center and nea… https://t.co/dDQLsXoKHv",,,,,,,,,,,,,,,,POSITIVE
The expert said that ERP System and Process Mining are getting married. Should we celebrate their anniversary by of… https://t.co/BkeOL3XQC7,,,,,,,,,,,,,,,,NEGATIVE
"Would you like the latest news and data on #bitcoin and #cryptomining, memes, features from our YouTube channel and… https://t.co/3qcYuvodxz",,,,,,,,,,,,,,,,POSITIVE
"SENTIMENT indicator

Perth Mint bullion coin sales data
and $Au / $Ag spot prices in fiat $AUS

Australians buy way… https://t.co/59aFTRcVOf",,,,,,,,,,,,,,,,NEGATIVE
"Browsing through code is a very expensive activity. I'm trying to use my eyes as a data mining tool. 
@girba #qconplus",,,,,,,,,,,,,,,,POSITIVE
@BrantMDJD Do you think this patent and the fact that UNH is mining all patient data from social networks has somet… https://t.co/LHI5NqGLeb,,,,,,,,,,,,,,,,NEGATIVE
"RT @indiacoin15: #Cryptocoach  Day 51

📄51% Attack?!

✅When more than half of mining hash rate run by a person/group 
✅By doing so, data ca…",,,,,,,,,,,,,,,,POSITIVE
"RT @ferdush9113: I will do perfect data entry, Typing Work, Mining, Scraping web research and virtual assistant.
Visit My Profile:  https:/…",,,,,,,,,,,,,,,,NEGATIVE
"I will do perfect data entry, Typing Work, Mining, Scraping web research and virtual assistant.
Visit My Profile:… https://t.co/ve9fgDktcP",,,,,,,,,,,,,,,,NEGATIVE
Data preparation is about 70% of data mining process,,,,,,,,,,,,,,,,POSITIVE
"RT @MiningInvictus: Would you better buy gold or a gold mine?

Invest in a data center and get a monthly return by mining #cryptocurrencies…",,,,,,,,,,,,,,,,NEGATIVE
"$MARA($74.56) My Mining fans, Use Honeygain to share your unused broadband DATA for BTC, proven payments below!… https://t.co/AqQFtrB14K",,,,,,,,,,,,,,,,NEGATIVE
"RT @leon_texas: Ravencoin has had a phenomenal year. Look at that data!

I think in the coming year we will 10X these numbers.

There is so…",,,,,,,,,,,,,,,,POSITIVE
"@askMoneyCoach Unless the provider is absolutely solid, I assess the risk of losing proprietary data and-or access… https://t.co/YUiCACWien",,,,,,,,,,,,,,,,POSITIVE
"RT @pichette: Thrilled to join the Board of Neo4j. Amazing Company and Mission. The future of data mining belongs to graph.
https://t.co/gb…",,,,,,,,,,,,,,,,POSITIVE
"RT @EITIorg: The EITI is in dialogue with govt &amp; industry leaders from 10+ countries 🇩🇿🇨🇲🇨🇻🇨🇩🇬🇭🇰🇪🇲🇱🇸🇱🇺🇬🇬🇧🇺🇸 at #AOW21, to discuss how EITI…",,,,,,,,,,,,,,,,NEGATIVE
@AshaRangappa_ Is this for real?  I mean is this REALLY for real?  Joe Lonsdale cofounder of the Palantir data-mini… https://t.co/B0ufhRrzD0,,,,,,,,,,,,,,,,NEGATIVE
"RT @EITIorg: The EITI is in dialogue with govt &amp; industry leaders from 10+ countries 🇩🇿🇨🇲🇨🇻🇨🇩🇬🇭🇰🇪🇲🇱🇸🇱🇺🇬🇬🇧🇺🇸 at #AOW21, to discuss how EITI…",,,,,,,,,,,,,,,,POSITIVE
RT @miningmemo: Here's a breakdown of institutional investments in public bitcoin mining companies. https://t.co/7YVZ1NIQsS,,,,,,,,,,,,,,,,NEGATIVE
IF YO @SS ain't into *data mining* these days..yo ass ain't doing shit anyway--it's all a trick Bag!!!,,,,,,,,,,,,,,,,NEGATIVE
"RT @ClubSignage: SigOpt AI &amp; HPC Summit, Nov 16 – Virtual and Free https://t.co/tG3P8Eis43 #technology #ArtificialIntelligence 
@ClubSignag…",,,,,,,,,,,,,,,,POSITIVE
"RT @ClubSignage: SigOpt AI &amp; HPC Summit, Nov 16 – Virtual and Free https://t.co/tG3P8Eis43 #technology #ArtificialIntelligence 
@ClubSignag…",,,,,,,,,,,,,,,,POSITIVE
"RT @ClubSignage: SigOpt AI &amp; HPC Summit, Nov 16 – Virtual and Free https://t.co/tG3P8Eis43 #technology #ArtificialIntelligence 
@ClubSignag…",,,,,,,,,,,,,,,,NEGATIVE
"RT @ClubSignage: SigOpt AI &amp; HPC Summit, Nov 16 – Virtual and Free https://t.co/tG3P8Eis43 #technology #ArtificialIntelligence 
@ClubSignag…",,,,,,,,,,,,,,,,POSITIVE
"RT @ClubSignage: SigOpt AI &amp; HPC Summit, Nov 16 – Virtual and Free https://t.co/tG3P8Eis43 #technology #ArtificialIntelligence 
@ClubSignag…",,,,,,,,,,,,,,,,POSITIVE
"RT @ClubSignage: SigOpt AI &amp; HPC Summit, Nov 16 – Virtual and Free https://t.co/tG3P8Eis43 #technology #ArtificialIntelligence 
@ClubSignag…",,,,,,,,,,,,,,,,NEGATIVE
"RT @SERVIRGlobal: Several SERVIR projects make use of @Climateforest data, including the Radar Mining Monitoring Tool at #SERVIRamazonia. G…",,,,,,,,,,,,,,,,POSITIVE
"The EITI is in dialogue with govt &amp; industry leaders from 10+ countries 🇩🇿🇨🇲🇨🇻🇨🇩🇬🇭🇰🇪🇲🇱🇸🇱🇺🇬🇬🇧🇺🇸 at #AOW21, to discus… https://t.co/49KBu2ow1I",,,,,,,,,,,,,,,,POSITIVE
#EnergyCrisis. #Coal Back to the Future. This development speaks volumes about the necessity for data-based plannin… https://t.co/bctviruxzr,,,,,,,,,,,,,,,,NEGATIVE
"I assume the ""can't share recipes any more"" rumor started from not seeing any repeat diy dialogue while data mining… https://t.co/gZeG2fopS8",,,,,,,,,,,,,,,,NEGATIVE
RT @laralogan: Pfizer has Large R&amp;D Facility in Wuhan China; Pfizer Employed Members of the Chinese Communist Party According to a Data Lea…,,,,,,,,,,,,,,,,NEGATIVE
I'm so excited about @pan_quake! It's like the CalyxOS of Twitter. New Curation &amp; Powerful Mass Amplification Tools… https://t.co/2H1JEmkoQF,,,,,,,,,,,,,,,,NEGATIVE
@Androidheadline yeah....another tracking and data mining scamsung device...(scamsung visit in),,,,,,,,,,,,,,,,POSITIVE
"RT @stoplapdspying: New first-look at our new AUTOMATING BANISHMENT report out today, from @JMBooyah

Read how LAPD and surveillance compan…",,,,,,,,,,,,,,,,POSITIVE
"Thrilled to join the Board of Neo4j. Amazing Company and Mission. The future of data mining belongs to graph.
https://t.co/gbpsYZ76ru",,,,,,,,,,,,,,,,POSITIVE
RT @laralogan: Pfizer has Large R&amp;D Facility in Wuhan China; Pfizer Employed Members of the Chinese Communist Party According to a Data Lea…,,,,,,,,,,,,,,,,NEGATIVE
Anyone with nat gas wells that wants to learn about bitcoin mining our company provides turnkey solutions for energ… https://t.co/GtTvoxc12b,,,,,,,,,,,,,,,,POSITIVE
"RT @stoplapdspying: New first-look at our new AUTOMATING BANISHMENT report out today, from @JMBooyah

Read how LAPD and surveillance compan…",,,,,,,,,,,,,,,,NEGATIVE
"Also, ""UATX is fiscally sponsored by Cicero Research"" https://t.co/Agh3hICDWO so my second guess, beyond satire, is… https://t.co/ia30OwP00N",,,,,,,,,,,,,,,,POSITIVE
"RT @stoplapdspying: New first-look at our new AUTOMATING BANISHMENT report out today, from @JMBooyah

Read how LAPD and surveillance compan…",,,,,,,,,,,,,,,,NEGATIVE
EnviDa Token in Turkey with Blockchain Based Environmental Data Monitoring and Mobile Mining Technology https://t.co/YEWDi9atB2,,,,,,,,,,,,,,,,NEGATIVE
@TheJusticeDept Optum subsidiary screws you over at Walmart too-their fintech data mining algos-behavior profiles f… https://t.co/kg7Kj847lv,,,,,,,,,,,,,,,,POSITIVE
RT @laralogan: Pfizer has Large R&amp;D Facility in Wuhan China; Pfizer Employed Members of the Chinese Communist Party According to a Data Lea…,,,,,,,,,,,,,,,,NEGATIVE
@1nf0SeC It seem that data centre are not meant for just mining? Possible related to other crypto related biz or ec… https://t.co/ijvcftmfjv,,,,,,,,,,,,,,,,NEGATIVE
Options Forecast Based on Data Mining: Returns up to 17.13% in 3 Days https://t.co/ICRObxizqT,,,,,,,,,,,,,,,,POSITIVE
"@TheJusticeDept Why are you allowing a health insurance company, Optum to push Facebook..WTF is wrong here..it's al… https://t.co/xLU5OZd1ym",,,,,,,,,,,,,,,,NEGATIVE
@penachu_ @KuroBlitz96 According to Data Mining there is currently no programmed encounter in the game for Arceus.… https://t.co/yZtQeuIcv4,,,,,,,,,,,,,,,,NEGATIVE
"RT @GlobalGiving: JOB POSTING: If you're passionate about mining data to yield insights on ways to improve the donor experience, then the D…",,,,,,,,,,,,,,,,POSITIVE
"RT @fobi_inc: AI DATA IN MINING -&gt; As recently mentioned by Fobi partner Alex Klenman CEO of @AzincourtAAZ, if a #mining company can levera…",,,,,,,,,,,,,,,,POSITIVE
RT @laralogan: Pfizer has Large R&amp;D Facility in Wuhan China; Pfizer Employed Members of the Chinese Communist Party According to a Data Lea…,,,,,,,,,,,,,,,,NEGATIVE
"Web 3.0 coins are on fire today.
$BAT +24% Ad Ecosystem 
$HNT +15% WiFi mining, wireless infrastructure

Probably t… https://t.co/3LUHKPLXxu",,,,,,,,,,,,,,,,NEGATIVE
"Text Mining Drug-Protein Interactions using an Ensemble of BERT, Sentence BERT and T5 models (Xin Sui) at DrugProt… https://t.co/OvRUcORqAM",,,,,,,,,,,,,,,,POSITIVE
"When you mine the data stored in your BMS, you can identify your best customers, where there are gaps in your clien… https://t.co/gIp2eRiVtc",,,,,,,,,,,,,,,,NEGATIVE
@ethan_vera @LuxorTechTeam @FoundryServices @MarathonDH Yo I was trying to find this data for a research piece I’m… https://t.co/UjNMDohFkj,,,,,,,,,,,,,,,,NEGATIVE
"@IgorRunets Cool, but come back to us when you focus your business on more than just, “hosting services and turnkey… https://t.co/tb28IiWuQZ",,,,,,,,,,,,,,,,POSITIVE
RT @laralogan: Pfizer has Large R&amp;D Facility in Wuhan China; Pfizer Employed Members of the Chinese Communist Party According to a Data Lea…,,,,,,,,,,,,,,,,POSITIVE
.@bp_plc is transforming its network to maintain business agility and data security with @Microsoft 365 Enterprise… https://t.co/PENU6ivQhT,,,,,,,,,,,,,,,,POSITIVE
So today now people are praising BDSP because of some data mining? Make up your minds lol,,,,,,,,,,,,,,,,NEGATIVE
"Whistleblowing, auditing, increased regulatory requirements and machine-learning tools for data mining and forensic… https://t.co/QhfXzA77Qg",,,,,,,,,,,,,,,,POSITIVE
#Bitcoin Exposure 🔬 | Northern Data Acquires Bitcoin Miner Bitfield N.V. to Become a Leading Global Bitcoin Mining… https://t.co/cvkiyuBnst,,,,,,,,,,,,,,,,POSITIVE
.@bp_plc is transforming its network to maintain business agility and data security with @Microsoft 365 Enterprise… https://t.co/gU8kr8FkfT,,,,,,,,,,,,,,,,POSITIVE
"Bitcoin mining company, Iris Energy Limited, sets terms for its #IPO.

Shares: 8.3 million
Price Range: $25.00-$27.… https://t.co/9VU8mGXwvh",,,,,,,,,,,,,,,,POSITIVE
"RT @leon_texas: Ravencoin has had a phenomenal year. Look at that data!

I think in the coming year we will 10X these numbers.

There is so…",,,,,,,,,,,,,,,,NEGATIVE
